category	over_represented_pvalue	under_represented_pvalue	numDEInCat	numInCat	term	ontology	p_adjust_over_represented	p_adjust_under_represented
GO:0098962	0.528108668527062	0.843700909914036	1	8	regulation of postsynaptic neurotransmitter receptor activity	BP	1	1
GO:0120316	0.528108668527062	0.843700909914036	1	8	sperm flagellum assembly	BP	1	1
GO:1900101	0.528108668527062	0.843700909914036	1	8	regulation of endoplasmic reticulum unfolded protein response	BP	1	1
GO:1901569	0.528108668527062	0.843700909914036	1	8	fatty acid derivative catabolic process	BP	1	1
GO:1901570	0.528108668527062	0.843700909914036	1	8	fatty acid derivative biosynthetic process	BP	1	1
GO:1902306	0.528108668527062	0.843700909914036	1	8	negative regulation of sodium ion transmembrane transport	BP	1	1
GO:1903214	0.528108668527062	0.843700909914036	1	8	regulation of protein targeting to mitochondrion	BP	1	1
GO:1903846	0.528108668527062	0.843700909914036	1	8	positive regulation of cellular response to transforming growth factor beta stimulus	BP	1	1
GO:1904263	0.528108668527062	0.843700909914036	1	8	positive regulation of TORC1 signaling	BP	1	1
GO:2000048	0.528108668527062	0.843700909914036	1	8	negative regulation of cell-cell adhesion mediated by cadherin	BP	1	1
GO:2000193	0.528108668527062	0.843700909914036	1	8	positive regulation of fatty acid transport	BP	1	1
GO:2000650	0.528108668527062	0.843700909914036	1	8	negative regulation of sodium ion transmembrane transporter activity	BP	1	1
GO:2000725	0.528108668527062	0.843700909914036	1	8	regulation of cardiac muscle cell differentiation	BP	1	1
GO:2000738	0.528108668527062	0.843700909914036	1	8	positive regulation of stem cell differentiation	BP	1	1
GO:2000831	0.528108668527062	0.843700909914036	1	8	regulation of steroid hormone secretion	BP	1	1
GO:0009611	0.528374865528309	0.571471444463302	18	200	response to wounding	BP	1	1
GO:0050890	0.529290186450581	0.603039182123531	10	110	cognition	BP	1	1
GO:0001568	0.530921635718012	0.554518865035378	25	279	blood vessel development	BP	1	1
GO:0019001	0.531188879276427	0.585495588732093	13	144	guanyl nucleotide binding	MF	1	1
GO:0032561	0.531188879276427	0.585495588732093	13	144	guanyl ribonucleotide binding	MF	1	1
GO:0021537	0.532212596585588	0.63683094636998	6	65	telencephalon development	BP	1	1
GO:0030258	0.532212596585588	0.63683094636998	6	65	lipid modification	BP	1	1
GO:0098771	0.53274021483859	0.56222387698722	20	223	inorganic ion homeostasis	BP	1	1
GO:0043549	0.532780912999649	0.554318481167949	24	268	regulation of kinase activity	BP	1	1
GO:0006260	0.532881948764083	0.60635573504144	9	99	DNA replication	BP	1	1
GO:0000281	0.534036442186806	0.700026344325738	3	31	mitotic cytokinesis	BP	1	1
GO:0002763	0.534036442186806	0.700026344325738	3	31	positive regulation of myeloid leukocyte differentiation	BP	1	1
GO:0035304	0.534036442186806	0.700026344325738	3	31	regulation of protein dephosphorylation	BP	1	1
GO:0043621	0.534036442186806	0.700026344325738	3	31	protein self-association	MF	1	1
GO:0046323	0.534036442186806	0.700026344325738	3	31	glucose import	BP	1	1
GO:0071229	0.534036442186806	0.700026344325738	3	31	cellular response to acid chemical	BP	1	1
GO:0010942	0.536636473461414	0.54722400157389	26	291	positive regulation of cell death	BP	1	1
GO:1901363	0.536864585041933	0.504197103969875	143	1602	heterocyclic compound binding	MF	1	1
GO:0019318	0.537000034153854	0.610385306212861	8	88	hexose metabolic process	BP	1	1
GO:0033218	0.537509545843083	0.588955978736232	11	122	amide binding	MF	1	1
GO:0035051	0.53800266663814	0.646501758575231	5	54	cardiocyte differentiation	BP	1	1
GO:0048813	0.53800266663814	0.646501758575231	5	54	dendrite morphogenesis	BP	1	1
GO:0001894	0.54121917939644	0.59119264230259	10	111	tissue homeostasis	BP	1	1
GO:0042277	0.545419869966281	0.593890365613699	9	100	peptide binding	MF	1	1
GO:0001701	0.545441263429184	0.563483367515695	15	168	in utero embryonic development	BP	1	1
GO:0008277	0.545526286696685	0.659720467101347	4	43	regulation of G protein-coupled receptor signaling pathway	BP	1	1
GO:0030326	0.545526286696685	0.659720467101347	4	43	embryonic limb morphogenesis	BP	1	1
GO:0032414	0.545526286696685	0.659720467101347	4	43	positive regulation of ion transmembrane transporter activity	BP	1	1
GO:0035113	0.545526286696685	0.659720467101347	4	43	embryonic appendage morphogenesis	BP	1	1
GO:0060291	0.545526286696685	0.659720467101347	4	43	long-term synaptic potentiation	BP	1	1
GO:0071901	0.545526286696685	0.659720467101347	4	43	negative regulation of protein serine/threonine kinase activity	BP	1	1
GO:0007019	0.545956221657053	0.73608321796077	2	20	microtubule depolymerization	BP	1	1
GO:0007157	0.545956221657053	0.73608321796077	2	20	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules	BP	1	1
GO:0010935	0.545956221657053	0.73608321796077	2	20	regulation of macrophage cytokine production	BP	1	1
GO:0019080	0.545956221657053	0.73608321796077	2	20	viral gene expression	BP	1	1
GO:0019228	0.545956221657053	0.73608321796077	2	20	neuronal action potential	BP	1	1
GO:0019829	0.545956221657053	0.73608321796077	2	20	ATPase-coupled cation transmembrane transporter activity	MF	1	1
GO:0030515	0.545956221657053	0.73608321796077	2	20	snoRNA binding	MF	1	1
GO:0030850	0.545956221657053	0.73608321796077	2	20	prostate gland development	BP	1	1
GO:0042531	0.545956221657053	0.73608321796077	2	20	positive regulation of tyrosine phosphorylation of STAT protein	BP	1	1
GO:0043620	0.545956221657053	0.73608321796077	2	20	regulation of DNA-templated transcription in response to stress	BP	1	1
GO:0050732	0.545956221657053	0.73608321796077	2	20	negative regulation of peptidyl-tyrosine phosphorylation	BP	1	1
GO:0050798	0.545956221657053	0.73608321796077	2	20	activated T cell proliferation	BP	1	1
GO:0050869	0.545956221657053	0.73608321796077	2	20	negative regulation of B cell activation	BP	1	1
GO:0051339	0.545956221657053	0.73608321796077	2	20	regulation of lyase activity	BP	1	1
GO:0060428	0.545956221657053	0.73608321796077	2	20	lung epithelium development	BP	1	1
GO:0060760	0.545956221657053	0.73608321796077	2	20	positive regulation of response to cytokine stimulus	BP	1	1
GO:0061035	0.545956221657053	0.73608321796077	2	20	regulation of cartilage development	BP	1	1
GO:1901016	0.545956221657053	0.73608321796077	2	20	regulation of potassium ion transmembrane transporter activity	BP	1	1
GO:1901861	0.545956221657053	0.73608321796077	2	20	regulation of muscle tissue development	BP	1	1
GO:1901998	0.545956221657053	0.73608321796077	2	20	toxin transport	BP	1	1
GO:2000736	0.545956221657053	0.73608321796077	2	20	regulation of stem cell differentiation	BP	1	1
GO:2000758	0.545956221657053	0.73608321796077	2	20	positive regulation of peptidyl-lysine acetylation	BP	1	1
GO:0051128	0.547135548322749	0.503806771531237	79	888	regulation of cellular component organization	BP	1	1
GO:0006694	0.547603704954933	0.621698487107865	6	66	steroid biosynthetic process	BP	1	1
GO:0007179	0.547603704954933	0.621698487107865	6	66	transforming growth factor beta receptor signaling pathway	BP	1	1
GO:0031225	0.547603704954933	0.621698487107865	6	66	anchored component of membrane	CC	1	1
GO:0035265	0.547603704954933	0.621698487107865	6	66	organ growth	BP	1	1
GO:0036464	0.547603704954933	0.621698487107865	6	66	cytoplasmic ribonucleoprotein granule	CC	1	1
GO:0099173	0.547603704954933	0.621698487107865	6	66	postsynapse organization	BP	1	1
GO:0098797	0.548960528836151	0.553584653166324	17	191	plasma membrane protein complex	CC	1	1
GO:0017076	0.550480545967498	0.507553012472592	58	653	purine nucleotide binding	MF	1	1
GO:1901699	0.552264419429963	0.544925654006888	19	214	cellular response to nitrogen compound	BP	1	1
GO:0035107	0.55480141077684	0.629984774748863	5	55	appendage morphogenesis	BP	1	1
GO:0035108	0.55480141077684	0.629984774748863	5	55	limb morphogenesis	BP	1	1
GO:0051224	0.55480141077684	0.629984774748863	5	55	negative regulation of protein transport	BP	1	1
GO:0001885	0.556082481350491	0.679075269728811	3	32	endothelial cell development	BP	1	1
GO:0008593	0.556082481350491	0.679075269728811	3	32	regulation of Notch signaling pathway	BP	1	1
GO:0043502	0.556082481350491	0.679075269728811	3	32	regulation of muscle adaptation	BP	1	1
GO:0045685	0.556082481350491	0.679075269728811	3	32	regulation of glial cell differentiation	BP	1	1
GO:0048662	0.556082481350491	0.679075269728811	3	32	negative regulation of smooth muscle cell proliferation	BP	1	1
GO:0097581	0.556082481350491	0.679075269728811	3	32	lamellipodium organization	BP	1	1
GO:1901983	0.556082481350491	0.679075269728811	3	32	regulation of protein acetylation	BP	1	1
GO:0046879	0.557827755562772	0.581416293908961	9	101	hormone secretion	BP	1	1
GO:0008134	0.558029822867026	0.544399850893441	17	192	transcription factor binding	MF	1	1
GO:0043066	0.558525652647215	0.516259742851135	33	373	negative regulation of apoptotic process	BP	1	1
GO:0005874	0.558559593848413	0.553898406126593	14	158	microtubule	CC	1	1
GO:0010959	0.558559593848413	0.553898406126593	14	158	regulation of metal ion transport	BP	1	1
GO:0035295	0.56132241323398	0.51140204467752	35	396	tube development	BP	1	1
GO:0032555	0.562035970203419	0.496288744688643	57	644	purine ribonucleotide binding	MF	1	1
GO:0097367	0.562284440400781	0.491427659009088	69	779	carbohydrate derivative binding	MF	1	1
GO:0006875	0.562338987874937	0.554152337576274	13	147	cellular metal ion homeostasis	BP	1	1
GO:0071495	0.563186103092931	0.510490634014923	34	385	cellular response to endogenous stimulus	BP	1	1
GO:0015850	0.563350042516171	0.583987385779919	8	90	organic hydroxy compound transport	BP	1	1
GO:0009725	0.563551342390748	0.528923698904672	21	238	response to hormone	BP	1	1
GO:0007224	0.564213521796341	0.641346064299876	4	44	smoothened signaling pathway	BP	1	1
GO:0036126	0.564213521796341	0.641346064299876	4	44	sperm flagellum	CC	1	1
GO:0072655	0.564213521796341	0.641346064299876	4	44	establishment of protein localization to mitochondrion	BP	1	1
GO:0048523	0.564557910150373	0.476531891254966	140	1576	negative regulation of cellular process	BP	1	1
GO:0007267	0.565865045607369	0.500222107812291	43	487	cell-cell signaling	BP	1	1
GO:0002064	0.569845208776231	0.587220406049089	7	79	epithelial cell development	BP	1	1
GO:0099003	0.569845208776231	0.587220406049089	7	79	vesicle-mediated transport in synapse	BP	1	1
GO:0000212	0.570425234034386	0.810423855531531	1	9	meiotic spindle organization	BP	1	1
GO:0000381	0.570425234034386	0.810423855531531	1	9	regulation of alternative mRNA splicing, via spliceosome	BP	1	1
GO:0000803	0.570425234034386	0.810423855531531	1	9	sex chromosome	CC	1	1
GO:0002080	0.570425234034386	0.810423855531531	1	9	acrosomal membrane	CC	1	1
GO:0003084	0.570425234034386	0.810423855531531	1	9	positive regulation of systemic arterial blood pressure	BP	1	1
GO:0005154	0.570425234034386	0.810423855531531	1	9	epidermal growth factor receptor binding	MF	1	1
GO:0005217	0.570425234034386	0.810423855531531	1	9	intracellular ligand-gated ion channel activity	MF	1	1
GO:0005536	0.570425234034386	0.810423855531531	1	9	glucose binding	MF	1	1
GO:0005865	0.570425234034386	0.810423855531531	1	9	striated muscle thin filament	CC	1	1
GO:0006706	0.570425234034386	0.810423855531531	1	9	steroid catabolic process	BP	1	1
GO:0007000	0.570425234034386	0.810423855531531	1	9	nucleolus organization	BP	1	1
GO:0007020	0.570425234034386	0.810423855531531	1	9	microtubule nucleation	BP	1	1
GO:0007350	0.570425234034386	0.810423855531531	1	9	blastoderm segmentation	BP	1	1
GO:0008210	0.570425234034386	0.810423855531531	1	9	estrogen metabolic process	BP	1	1
GO:0008408	0.570425234034386	0.810423855531531	1	9	3'-5' exonuclease activity	MF	1	1
GO:0009138	0.570425234034386	0.810423855531531	1	9	pyrimidine nucleoside diphosphate metabolic process	BP	1	1
GO:0010522	0.570425234034386	0.810423855531531	1	9	regulation of calcium ion transport into cytosol	BP	1	1
GO:0010614	0.570425234034386	0.810423855531531	1	9	negative regulation of cardiac muscle hypertrophy	BP	1	1
GO:0010804	0.570425234034386	0.810423855531531	1	9	negative regulation of tumor necrosis factor-mediated signaling pathway	BP	1	1
GO:0010842	0.570425234034386	0.810423855531531	1	9	retina layer formation	BP	1	1
GO:0010880	0.570425234034386	0.810423855531531	1	9	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP	1	1
GO:0010936	0.570425234034386	0.810423855531531	1	9	negative regulation of macrophage cytokine production	BP	1	1
GO:0014808	0.570425234034386	0.810423855531531	1	9	release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	BP	1	1
GO:0015144	0.570425234034386	0.810423855531531	1	9	carbohydrate transmembrane transporter activity	MF	1	1
GO:0015740	0.570425234034386	0.810423855531531	1	9	C4-dicarboxylate transport	BP	1	1
GO:0015813	0.570425234034386	0.810423855531531	1	9	L-glutamate transmembrane transport	BP	1	1
GO:0015867	0.570425234034386	0.810423855531531	1	9	ATP transport	BP	1	1
GO:0016242	0.570425234034386	0.810423855531531	1	9	negative regulation of macroautophagy	BP	1	1
GO:0016289	0.570425234034386	0.810423855531531	1	9	CoA hydrolase activity	MF	1	1
GO:0016409	0.570425234034386	0.810423855531531	1	9	palmitoyltransferase activity	MF	1	1
GO:0016500	0.570425234034386	0.810423855531531	1	9	protein-hormone receptor activity	MF	1	1
GO:0016646	0.570425234034386	0.810423855531531	1	9	oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor	MF	1	1
GO:0016712	0.570425234034386	0.810423855531531	1	9	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen	MF	1	1
GO:0016849	0.570425234034386	0.810423855531531	1	9	phosphorus-oxygen lyase activity	MF	1	1
GO:0018024	0.570425234034386	0.810423855531531	1	9	histone-lysine N-methyltransferase activity	MF	1	1
GO:0018216	0.570425234034386	0.810423855531531	1	9	peptidyl-arginine methylation	BP	1	1
GO:0019211	0.570425234034386	0.810423855531531	1	9	phosphatase activator activity	MF	1	1
GO:0021591	0.570425234034386	0.810423855531531	1	9	ventricular system development	BP	1	1
GO:0021772	0.570425234034386	0.810423855531531	1	9	olfactory bulb development	BP	1	1
GO:0022627	0.570425234034386	0.810423855531531	1	9	cytosolic small ribosomal subunit	CC	1	1
GO:0030318	0.570425234034386	0.810423855531531	1	9	melanocyte differentiation	BP	1	1
GO:0030539	0.570425234034386	0.810423855531531	1	9	male genitalia development	BP	1	1
GO:0030852	0.570425234034386	0.810423855531531	1	9	regulation of granulocyte differentiation	BP	1	1
GO:0031649	0.570425234034386	0.810423855531531	1	9	heat generation	BP	1	1
GO:0032007	0.570425234034386	0.810423855531531	1	9	negative regulation of TOR signaling	BP	1	1
GO:0032228	0.570425234034386	0.810423855531531	1	9	regulation of synaptic transmission, GABAergic	BP	1	1
GO:0032426	0.570425234034386	0.810423855531531	1	9	stereocilium tip	CC	1	1
GO:0032530	0.570425234034386	0.810423855531531	1	9	regulation of microvillus organization	BP	1	1
GO:0033146	0.570425234034386	0.810423855531531	1	9	regulation of intracellular estrogen receptor signaling pathway	BP	1	1
GO:0033194	0.570425234034386	0.810423855531531	1	9	response to hydroperoxide	BP	1	1
GO:0033599	0.570425234034386	0.810423855531531	1	9	regulation of mammary gland epithelial cell proliferation	BP	1	1
GO:0034061	0.570425234034386	0.810423855531531	1	9	DNA polymerase activity	MF	1	1
GO:0034706	0.570425234034386	0.810423855531531	1	9	sodium channel complex	CC	1	1
GO:0035115	0.570425234034386	0.810423855531531	1	9	embryonic forelimb morphogenesis	BP	1	1
GO:0036303	0.570425234034386	0.810423855531531	1	9	lymph vessel morphogenesis	BP	1	1
GO:0042178	0.570425234034386	0.810423855531531	1	9	xenobiotic catabolic process	BP	1	1
GO:0042219	0.570425234034386	0.810423855531531	1	9	cellular modified amino acid catabolic process	BP	1	1
GO:0042492	0.570425234034386	0.810423855531531	1	9	gamma-delta T cell differentiation	BP	1	1
GO:0042588	0.570425234034386	0.810423855531531	1	9	zymogen granule	CC	1	1
GO:0042759	0.570425234034386	0.810423855531531	1	9	long-chain fatty acid biosynthetic process	BP	1	1
GO:0043101	0.570425234034386	0.810423855531531	1	9	purine-containing compound salvage	BP	1	1
GO:0043374	0.570425234034386	0.810423855531531	1	9	CD8-positive, alpha-beta T cell differentiation	BP	1	1
GO:0043395	0.570425234034386	0.810423855531531	1	9	heparan sulfate proteoglycan binding	MF	1	1
GO:0043555	0.570425234034386	0.810423855531531	1	9	regulation of translation in response to stress	BP	1	1
GO:0044030	0.570425234034386	0.810423855531531	1	9	regulation of DNA methylation	BP	1	1
GO:0044241	0.570425234034386	0.810423855531531	1	9	lipid digestion	BP	1	1
GO:0044319	0.570425234034386	0.810423855531531	1	9	wound healing, spreading of cells	BP	1	1
GO:0045217	0.570425234034386	0.810423855531531	1	9	cell-cell junction maintenance	BP	1	1
GO:0045745	0.570425234034386	0.810423855531531	1	9	positive regulation of G protein-coupled receptor signaling pathway	BP	1	1
GO:0045762	0.570425234034386	0.810423855531531	1	9	positive regulation of adenylate cyclase activity	BP	1	1
GO:0046184	0.570425234034386	0.810423855531531	1	9	aldehyde biosynthetic process	BP	1	1
GO:0046473	0.570425234034386	0.810423855531531	1	9	phosphatidic acid metabolic process	BP	1	1
GO:0046599	0.570425234034386	0.810423855531531	1	9	regulation of centriole replication	BP	1	1
GO:0046835	0.570425234034386	0.810423855531531	1	9	carbohydrate phosphorylation	BP	1	1
GO:0047617	0.570425234034386	0.810423855531531	1	9	acyl-CoA hydrolase activity	MF	1	1
GO:0048009	0.570425234034386	0.810423855531531	1	9	insulin-like growth factor receptor signaling pathway	BP	1	1
GO:0048266	0.570425234034386	0.810423855531531	1	9	behavioral response to pain	BP	1	1
GO:0048634	0.570425234034386	0.810423855531531	1	9	regulation of muscle organ development	BP	1	1
GO:0048711	0.570425234034386	0.810423855531531	1	9	positive regulation of astrocyte differentiation	BP	1	1
GO:0050665	0.570425234034386	0.810423855531531	1	9	hydrogen peroxide biosynthetic process	BP	1	1
GO:0050961	0.570425234034386	0.810423855531531	1	9	detection of temperature stimulus involved in sensory perception	BP	1	1
GO:0051938	0.570425234034386	0.810423855531531	1	9	L-glutamate import	BP	1	1
GO:0055091	0.570425234034386	0.810423855531531	1	9	phospholipid homeostasis	BP	1	1
GO:0060259	0.570425234034386	0.810423855531531	1	9	regulation of feeding behavior	BP	1	1
GO:0060307	0.570425234034386	0.810423855531531	1	9	regulation of ventricular cardiac muscle cell membrane repolarization	BP	1	1
GO:0060602	0.570425234034386	0.810423855531531	1	9	branch elongation of an epithelium	BP	1	1
GO:0060713	0.570425234034386	0.810423855531531	1	9	labyrinthine layer morphogenesis	BP	1	1
GO:0061036	0.570425234034386	0.810423855531531	1	9	positive regulation of cartilage development	BP	1	1
GO:0061437	0.570425234034386	0.810423855531531	1	9	renal system vasculature development	BP	1	1
GO:0061440	0.570425234034386	0.810423855531531	1	9	kidney vasculature development	BP	1	1
GO:0061631	0.570425234034386	0.810423855531531	1	9	ubiquitin conjugating enzyme activity	MF	1	1
GO:0061650	0.570425234034386	0.810423855531531	1	9	ubiquitin-like protein conjugating enzyme activity	MF	1	1
GO:0061980	0.570425234034386	0.810423855531531	1	9	regulatory RNA binding	MF	1	1
GO:0070034	0.570425234034386	0.810423855531531	1	9	telomerase RNA binding	MF	1	1
GO:0070296	0.570425234034386	0.810423855531531	1	9	sarcoplasmic reticulum calcium ion transport	BP	1	1
GO:0070316	0.570425234034386	0.810423855531531	1	9	regulation of G0 to G1 transition	BP	1	1
GO:0070536	0.570425234034386	0.810423855531531	1	9	protein K63-linked deubiquitination	BP	1	1
GO:0070971	0.570425234034386	0.810423855531531	1	9	endoplasmic reticulum exit site	CC	1	1
GO:0071392	0.570425234034386	0.810423855531531	1	9	cellular response to estradiol stimulus	BP	1	1
GO:0071398	0.570425234034386	0.810423855531531	1	9	cellular response to fatty acid	BP	1	1
GO:0071636	0.570425234034386	0.810423855531531	1	9	positive regulation of transforming growth factor beta production	BP	1	1
GO:0072012	0.570425234034386	0.810423855531531	1	9	glomerulus vasculature development	BP	1	1
GO:0080008	0.570425234034386	0.810423855531531	1	9	Cul4-RING E3 ubiquitin ligase complex	CC	1	1
GO:0090083	0.570425234034386	0.810423855531531	1	9	regulation of inclusion body assembly	BP	1	1
GO:0090330	0.570425234034386	0.810423855531531	1	9	regulation of platelet aggregation	BP	1	1
GO:0090382	0.570425234034386	0.810423855531531	1	9	phagosome maturation	BP	1	1
GO:0090505	0.570425234034386	0.810423855531531	1	9	epiboly involved in wound healing	BP	1	1
GO:0097398	0.570425234034386	0.810423855531531	1	9	cellular response to interleukin-17	BP	1	1
GO:0098918	0.570425234034386	0.810423855531531	1	9	structural constituent of synapse	MF	1	1
GO:0140767	0.570425234034386	0.810423855531531	1	9	enzyme-substrate adaptor activity	MF	1	1
GO:1900452	0.570425234034386	0.810423855531531	1	9	regulation of long-term synaptic depression	BP	1	1
GO:1901380	0.570425234034386	0.810423855531531	1	9	negative regulation of potassium ion transmembrane transport	BP	1	1
GO:1902894	0.570425234034386	0.810423855531531	1	9	negative regulation of miRNA transcription	BP	1	1
GO:1903204	0.570425234034386	0.810423855531531	1	9	negative regulation of oxidative stress-induced neuron death	BP	1	1
GO:1903514	0.570425234034386	0.810423855531531	1	9	release of sequestered calcium ion into cytosol by endoplasmic reticulum	BP	1	1
GO:1904754	0.570425234034386	0.810423855531531	1	9	positive regulation of vascular associated smooth muscle cell migration	BP	1	1
GO:1905209	0.570425234034386	0.810423855531531	1	9	positive regulation of cardiocyte differentiation	BP	1	1
GO:1905898	0.570425234034386	0.810423855531531	1	9	positive regulation of response to endoplasmic reticulum stress	BP	1	1
GO:1990000	0.570425234034386	0.810423855531531	1	9	amyloid fibril formation	BP	1	1
GO:1990756	0.570425234034386	0.810423855531531	1	9	ubiquitin ligase-substrate adaptor activity	MF	1	1
GO:2000209	0.570425234034386	0.810423855531531	1	9	regulation of anoikis	BP	1	1
GO:2000311	0.570425234034386	0.810423855531531	1	9	regulation of AMPA receptor activity	BP	1	1
GO:2000515	0.570425234034386	0.810423855531531	1	9	negative regulation of CD4-positive, alpha-beta T cell activation	BP	1	1
GO:2000561	0.570425234034386	0.810423855531531	1	9	regulation of CD4-positive, alpha-beta T cell proliferation	BP	1	1
GO:2000629	0.570425234034386	0.810423855531531	1	9	negative regulation of miRNA metabolic process	BP	1	1
GO:2001212	0.570425234034386	0.810423855531531	1	9	regulation of vasculogenesis	BP	1	1
GO:0014812	0.5712956337289	0.613439663334166	5	56	muscle cell migration	BP	1	1
GO:0015399	0.5712956337289	0.613439663334166	5	56	primary active transmembrane transporter activity	MF	1	1
GO:0051928	0.5712956337289	0.613439663334166	5	56	positive regulation of calcium ion transport	BP	1	1
GO:0061136	0.5712956337289	0.613439663334166	5	56	regulation of proteasomal protein catabolic process	BP	1	1
GO:1904950	0.5712956337289	0.613439663334166	5	56	negative regulation of establishment of protein localization	BP	1	1
GO:0071363	0.572558606370627	0.526800434717216	18	205	cellular response to growth factor stimulus	BP	1	1
GO:0003044	0.57298708420379	0.710836972536944	2	21	regulation of systemic arterial blood pressure mediated by a chemical signal	BP	1	1
GO:0009880	0.57298708420379	0.710836972536944	2	21	embryonic pattern specification	BP	1	1
GO:0010718	0.57298708420379	0.710836972536944	2	21	positive regulation of epithelial to mesenchymal transition	BP	1	1
GO:0010812	0.57298708420379	0.710836972536944	2	21	negative regulation of cell-substrate adhesion	BP	1	1
GO:0015872	0.57298708420379	0.710836972536944	2	21	dopamine transport	BP	1	1
GO:0022029	0.57298708420379	0.710836972536944	2	21	telencephalon cell migration	BP	1	1
GO:0030501	0.57298708420379	0.710836972536944	2	21	positive regulation of bone mineralization	BP	1	1
GO:0032371	0.57298708420379	0.710836972536944	2	21	regulation of sterol transport	BP	1	1
GO:0032374	0.57298708420379	0.710836972536944	2	21	regulation of cholesterol transport	BP	1	1
GO:0033028	0.57298708420379	0.710836972536944	2	21	myeloid cell apoptotic process	BP	1	1
GO:0035254	0.57298708420379	0.710836972536944	2	21	glutamate receptor binding	MF	1	1
GO:0042733	0.57298708420379	0.710836972536944	2	21	embryonic digit morphogenesis	BP	1	1
GO:0043028	0.57298708420379	0.710836972536944	2	21	cysteine-type endopeptidase regulator activity involved in apoptotic process	MF	1	1
GO:0043198	0.57298708420379	0.710836972536944	2	21	dendritic shaft	CC	1	1
GO:0044183	0.57298708420379	0.710836972536944	2	21	protein folding chaperone	MF	1	1
GO:0046580	0.57298708420379	0.710836972536944	2	21	negative regulation of Ras protein signal transduction	BP	1	1
GO:0048247	0.57298708420379	0.710836972536944	2	21	lymphocyte chemotaxis	BP	1	1
GO:0051148	0.57298708420379	0.710836972536944	2	21	negative regulation of muscle cell differentiation	BP	1	1
GO:0055117	0.57298708420379	0.710836972536944	2	21	regulation of cardiac muscle contraction	BP	1	1
GO:0061337	0.57298708420379	0.710836972536944	2	21	cardiac conduction	BP	1	1
GO:0099061	0.57298708420379	0.710836972536944	2	21	integral component of postsynaptic density membrane	CC	1	1
GO:1904645	0.57298708420379	0.710836972536944	2	21	response to amyloid-beta	BP	1	1
GO:1904707	0.57298708420379	0.710836972536944	2	21	positive regulation of vascular associated smooth muscle cell proliferation	BP	1	1
GO:0051094	0.574098668608648	0.490477869623168	45	511	positive regulation of developmental process	BP	1	1
GO:0006417	0.576314170482707	0.555638641197497	10	114	regulation of translation	BP	1	1
GO:0048514	0.576740862742419	0.513399042714789	22	251	blood vessel morphogenesis	BP	1	1
GO:0007589	0.577492979861943	0.658022503764026	3	33	body fluid secretion	BP	1	1
GO:0019217	0.577492979861943	0.658022503764026	3	33	regulation of fatty acid metabolic process	BP	1	1
GO:0021761	0.577492979861943	0.658022503764026	3	33	limbic system development	BP	1	1
GO:0042130	0.577492979861943	0.658022503764026	3	33	negative regulation of T cell proliferation	BP	1	1
GO:0042632	0.577492979861943	0.658022503764026	3	33	cholesterol homeostasis	BP	1	1
GO:0046902	0.577492979861943	0.658022503764026	3	33	regulation of mitochondrial membrane permeability	BP	1	1
GO:0051952	0.577492979861943	0.658022503764026	3	33	regulation of amine transport	BP	1	1
GO:0016051	0.577682597234131	0.591378956369718	6	68	carbohydrate biosynthetic process	BP	1	1
GO:0032675	0.577682597234131	0.591378956369718	6	68	regulation of interleukin-6 production	BP	1	1
GO:0031328	0.579511946158851	0.480889429919426	52	591	positive regulation of cellular biosynthetic process	BP	1	1
GO:0045859	0.579718603321144	0.512365299832826	21	240	regulation of protein kinase activity	BP	1	1
GO:0001934	0.581628710911649	0.506480884431457	23	263	positive regulation of protein phosphorylation	BP	1	1
GO:0005819	0.582106136972681	0.543695208817016	11	126	spindle	CC	1	1
GO:0050878	0.582106136972681	0.543695208817016	11	126	regulation of body fluid levels	BP	1	1
GO:0001508	0.582472444033149	0.622940431130931	4	45	action potential	BP	1	1
GO:0016571	0.582472444033149	0.622940431130931	4	45	histone methylation	BP	1	1
GO:0030048	0.582472444033149	0.622940431130931	4	45	actin filament-based movement	BP	1	1
GO:0070585	0.582472444033149	0.622940431130931	4	45	protein localization to mitochondrion	BP	1	1
GO:0097305	0.582472444033149	0.622940431130931	4	45	response to alcohol	BP	1	1
GO:1904035	0.582472444033149	0.622940431130931	4	45	regulation of epithelial cell apoptotic process	BP	1	1
GO:0045935	0.5826114182195	0.478783403296186	50	569	positive regulation of nucleobase-containing compound metabolic process	BP	1	1
GO:0099572	0.582669997756363	0.533300073073058	13	149	postsynaptic specialization	CC	1	1
GO:0042327	0.583546072807433	0.501076397119499	25	286	positive regulation of phosphorylation	BP	1	1
GO:0030307	0.587467925808187	0.596896203895683	5	57	positive regulation of cell growth	BP	1	1
GO:0005525	0.5875458154966	0.532850324656768	12	138	GTP binding	MF	1	1
GO:0032956	0.58795799288392	0.523729089445394	14	161	regulation of actin cytoskeleton organization	BP	1	1
GO:0005996	0.589031489219087	0.557617777928314	8	92	monosaccharide metabolic process	BP	1	1
GO:0045596	0.591039263914524	0.502851264891041	20	230	negative regulation of cell differentiation	BP	1	1
